index,User,Tweet,Retweet count,Likes count,Tweet value
747,1,"The global economy loses $1.4 trillion every year due to tobacco use or nearly 2% of its gross domestic product (GDP).
 #NoTobacco 🚭 https://t.co/v0bpUBRHUf",56,143,2928.3
748,1,"Stay connected.
 
 Stay fit.
 
 Stay safe.
 
 Stay #HealthyAtHome!",2224,6526,12201.27
749,0,VOX criticaba la falta de medidas del gobierno por el Coronavirus. Hacen el acto en Vistalegre porque al ser españoles de bien no había peligro. Ortega Smith da positivo. Poesía pura.,1996,7220,48.88
751,0,"Kim Yohan has donated 10 million won to Hope Bridge to help those affected by the Coronavirus outbreak

https://t.co/88QlNSdZD8 https://t.co/NSV5vOyRWA",5700,10756,899.92
752,0,"Interesting how Q posted “Rig for Red” and “silent running” today, which are military terms that signify going silent and stealthy for operations. Then today we hear stories about key Republicans being quarantined over coronavirus fears. Connection? Are they rigging for red?",1393,4861,257.92
753,1,"""The full social, economic and political fallout, only time will tell. But we know that the price we end up paying depends on the choices we make now.
 This is a global crisis that demands a global response""-@DrTedros at @g20org Summit on #COVID19 #coronavirus",60,140,2440.25
755,0,"Mike Pence, the guy who once wrote that he doubted cigarettes cause cancer, will now head up the nation’s response to the Coronavirus.

Someone needs to tell him that having your head up your ass all the time won’t protect you from it.",4964,24316,5539.79
756,0,In America we call it the CPAC coronavirus. https://t.co/PKrXndeUy8,2214,16000,530.19
757,0,The fact that there’s no way to cure this CoronaVirus and there’s still open travel to and from CHINA https://t.co/fCl6Xtl51Q,6752,27376,151.42
759,1,"@DrTedros ""While the #2019nCoV virus spreads, misinformation makes the job of our heroic #healthworkers even harder. It is diverting the attention of decision makers. And it causes confusion and spreads fear to the general public""-@DrTedros",28,60,2440.26
761,1,"""When #healthworkers are at risk, we’re all at risk.
 
 Health workers in low- &amp; middle-income countries deserve the same protection as those in the wealthiest countries""-@DrTedros #COVID19 #coronavirus",240,391,2440.25
763,0,The international response to contain and combat the Coronavirus has been swift.  Imagine if the same resolve had been applied to fight the AIDS virus when it first appeared.,3440,34731,21889.28
765,0,"Luego de declarar esta barbaridad el Ministro debería renunciar. Solo se ha autodeclarado incompetente.

Ginés González García: “Yo no creía que el coronavirus iba a llegar tan rápido, nos sorprendió” - Infobae https://t.co/dh4qL82l5X",1193,4037,594.59
766,1,"@DrTedros @WPRO @SEARO @_Europe @EMRO @pahowho @AFRO @UN_News_Centre @UN @OIEAnimalHealth @FAO @covid19 @antonioguterres @DrMikeRyan ""The main outcome is an agreed roadmap on what questions we need to ask, and how we will go about answering those questions. 
 
 This is exactly what  is for – bringing the world together to coordinate the response""-@DrTedros #COVID19",45,136,2440.28
767,1,"@DrTedros @UN @antonioguterres ""A lot of donors want to help, but we need to direct them to support agreed priorities, rather than going off in different directions. 
 I have said we need to be led be facts not fear &amp; science not rumours.
 That’s exactly what we’re doing. We are letting science lead""-@DrTedros",38,91,2440.26
768,0,"Coronavirus is mysteriously sparing kids and killing the elderly.

Understanding why may help defeat the virus. https://t.co/lIIPxv6q8U",1196,2323,26574.11
769,0,"mentre tutti guardava poveracci che arriva su barcone e camerieri di ristorante cinese, virus viaggiava comodo in prima classe con manager lombardo

#coronavirus",3125,11909,229.99
770,0,"BREAKING: Coronavirus death toll grows to 213, over 9000 confirmed cases",2539,5611,2598.05
771,0,J’étais dans le gros fiak à ta mère hier le coronavirus c’était le cadet de ses soucis https://t.co/DmvWam9gde,7953,22159,39.3
772,0,"Coronavirus updates:

- More than 800 people have been diagnosed and at least 26 are dead
- Hospitals in Wuhan are overwhelmed with patients
- The disease has reached Vietnam, Singapore, Japan, South Korea, Taiwan, Thailand and the United States
https://t.co/lSQT4HMViw",1987,2204,72034.28
773,0,A top immunologist and virologist i’ve spoken to both believe New York/tristate area is a growing and emerging coronavirus hotspot.,5102,12953,988.79
774,0,Trump went on one of the most watched cable TV shows last night and told repeated lies and disinformation about the coronavirus.  It’s hard to take in how dangerous and irresponsible this man is.  There is no bottom. https://t.co/drBrcCo0ut,3509,8869,1023.01
775,0,Big shout out to all the freelancers who won’t be able to tell the difference between self isolating for Coronavirus &amp; a completely normal day at work.,1826,18306,926.33
776,1,"When there is COMMUNITY TRANSMISSION OF #COVID19 CASES, to end community outbreaks, slow and stop transmission:
 😷Implement self-initiated isolation of people with mild respiratory symptoms to reduce the burden on health systems
 
 #coronavirus https://t.co/CjD9A37tWa",139,236,2928.3
777,0,Italy wakes up to deserted streets in an unprecedented coronavirus lockdown: https://t.co/3S1ohzbqXB https://t.co/1fHBHzjWiX,1633,4640,615.62
778,0,"Coronavirus 🤝 dragón anciano

Matar cuando queda menos del 20% de vida",5545,20403,26.8
779,0,JUST NORMAL EVERY DAY REGULAR FLU SPRAYING GO BACK TO WORK #coronavirus https://t.co/1HeCszNbXh,2051,3796,8.52
780,1,"@SEARO @AFRO @EMRO @_Europe @pahowho @WPRO If you have a Sexually Transmitted Infection, or you think you have an infection, do not be ashamed. 
 
 ❣️Go to your doctor
 
 ❣️Make sure you do not transmit the infection to others
 
 #ValentinesDay https://t.co/fVFXEdo7PK",37,87,2928.31
782,1,"""As #COVID19 cases increase, we are continuing to recommend that all countries make containment their highest priority.
 
 We continue to call on countries to find, test, isolate and care for every case, and to trace every contact""-@DrTedros #coronavirus",203,264,2440.25
784,1,"""The guidelines detail actions all countries can take to provide care for patients, regardless of how many #COVID19 cases they have. They also outline specific actions to prepare health systems for no cases, sporadic cases, clusters of cases, and community transmission""-@DrTedros",82,130,2440.25
787,1,"How to handrub?
 
 Use alcohol-based handrub 🧴 for 20-30 seconds 
 
 #SafeHands #coronavirus #COVID19 https://t.co/q1UAqmCTcN",2121,3276,2928.34
789,0,Todo mi apoyo al coronavirus en su lucha contra VOX https://t.co/D50dlC7WcN,2736,12595,38.2
791,1,"""At the peak in 🇰🇷 there were more than 800 #COVID19 cases and yesterday there were only 90 cases""-@DrTedros #coronavirus",165,338,2440.25
792,1,"""We call on countries to work with companies to:
 -increase production
 -ensure the free movement of essential health products
 -ensure equitable distribution of those products, based on need.
 Specific attention should be given to LMIC in Africa, Asia and Latin America""-@DrTedros",77,138,2440.25
794,0,"Do you know #coronavirus #2019_nCov is a new virus with no available vaccine or medicine? 

Here are simple ways to prevent infection or transmitting it. 

Self-hygiene especially washing your hands is the most important step.

#CoronavirusOutbreak 
#coronavirus https://t.co/gdd2n8Iraq",7278,3652,736.2
795,0,"STOP👏USING👏CORONAVIRUS👏 TO👏DRAG👏KOREAN👏ARTISTS

STOP👏USING👏CORONAVIRUS👏 TO👏DRAG👏KOREAN👏ARTISTS

STOP👏USING👏CORONAVIRUS👏 TO👏DRAG👏KOREAN👏ARTISTS

STOP👏USING👏CORONAVIRUS👏 TO👏DRAG👏KOREAN👏ARTISTS

STOP👏USING👏CORONAVIRUS👏 TO👏DRAG👏KOREAN👏ARTISTS",8570,29589,50.04
796,0,"Confirmed coronavirus cases:

- China
- United States
- France
- Japan
- South Korea
- Taiwan
- Singapore
- Thailand
- Australia
- Nepal
- Vietnam
- Hong Kong
- Macau
- Malaysia
- Canada
- Cambodia
- Sri Lanka",1812,3505,2598.05
797,0,BREAKING: DOH confirms third case of novel coronavirus -acute respiratory disease (2019-nCoV-ARD) in the Philippines. https://t.co/qqWT6A2iyB,3370,7041,11466.82
798,0,"Een draad over het coronavirus, verschillende soorten experts, en het systeem vs het individu.👇

0/17",1099,2331,4.85
799,1,"@DrTedros @Presidence_RDC @UN ""I am glad to say that countries around the world are in a better state of preparedness for #COVID19 than they were just a week ago, and ’s efforts to help countries boost their lab capacity continue""-@DrTedros from #DRC",27,59,2440.26
802,0,"Coronavirus is just the Flu, but with Ebola's clout.",1899,15468,2.74
805,0,The fact that some parents don't want school to close because of #COVID19 because they don't have childcare and some can't afford to replace the school meal their child will miss is all you need to know about America.,2230,6330,148.05
806,0,"O coronavírus atualiza Freud em “Histeria” e “Psicopatia da Vida Cotidiana”. E Shakespeare, em “Muito Barulho por Nada”.",1960,12992,3887.54
809,0,"During today’s coronavirus presser, Dr. Fauci announced that elderly, obese individuals are at higher risk of falling ill to coronavirus and, tragically, failing to recover. Donald Trump seemed unusually attentive. 

#CoronavirusUpdate 
https://t.co/rKXTeU3Oio",2324,6678,181.02
810,0,Dice Pablo Casado que lo mejor para luchar contra el coronavirus es fomentar el turismo. Por si aún teníais alguna duda sobre su máster.,1964,5989,53.41
812,0,"Apparently, fewer people are are eating Chinese food or frequenting Chinatown because of the coronavirus. 

I ordered some noodles from this yummy noodle joint and the delivery dude seemed happy and surprised.

why are people so dang racist and ignorant?

It's ridiculous.",2468,22485,475.27
813,0,The CDC is urging Americans to start preparing now for the possibility that more aggressive measures might be needed to stop the spread of the new coronavirus in the U.S. https://t.co/VeYmiHMpJN,1584,2353,15155.82
814,0,VEAN EL NUEVO SALUDO EN EEUU. Parece que la cosa va en serio con el CORONAVIRUS... https://t.co/bAxaFmylLJ,1734,1535,16.33
815,1,"@DrTedros @WPRO @SEARO @_Europe @EMRO @pahowho @AFRO @UN_News_Centre @UN @OIEAnimalHealth @FAO @covid19 @antonioguterres @DrMikeRyan ""The development of vaccines &amp; therapeutics is one important part of the research agenda – but it is only one part. They will take time to develop, but in the meantime, we are not defenceless""-@DrTedros #COVID19",68,139,2440.28
816,0,"The left thinks Trump is calling the Coronavirus a “hoax.”

Wrong.

He’s calling the fear-mongering by the Dems &amp; the Fake News Media the hoax.

“Russia” didn’t work, impeachment didn’t work, &amp; now they’re blowing this virus out of proportion in an attempt to hurt his presidency.",2443,6896,816.89
817,0,"The National Association for Immigration Judges says the Executive Office for Immigration Review, which is an office of DOJ,  has ordered immigration court staff to remove CDC posters designed to slow spread of coronavirus. https://t.co/VfOBmnApCP",1169,1177,1044.75
818,0,"Re: coronavirus

I’m seeing way too many images of Chinatowns and East Asians (intuiting it’s their responsibility for global spread) and not nearly enough conversation about how border imperialism allows certain ethnicities and nationalities to travel more freely than others.",2694,9520,170.55
819,0,"The Coronavirus is your Hurricane Katrina — and yet here you are.

You are failing in front of the whole world.

Go do your damn job. https://t.co/8pTSip3GQs",5616,32130,803.23
821,0,"A huge number of people have recovered from coronavirus after being infected. The media, as expected, doesn't report on recoveries from the disease.

Coronavirus has a very low mortality rate. Just 2%. You're more likely to survive it. Wsh your hands (with soap) and keep calm.",2408,3670,72.18
822,0,"Pay no attention to that pesky pandemic spreading all over the world. Everyone’s “getting better.”
Trump has now met a crisis he cannot hoax away. Coronavirus crisis is threatening lives, &amp; a far greater danger to the US due to his incompetence. #COVIDー19
https://t.co/fB3DaYwXMU",2229,3963,181.03
823,1,"""We are nearing the end of the #Ebola outbreak in #DRC. If there are no more cases, the govt of 🇨🇩 could declare the outbreak over as early as this Sunday. We’re not there yet &amp; we remain on full response mode. We’re continuing to investigate alerts &amp; to test samples""-@DrTedros",91,246,2440.25
824,1,"""Listen to music, read a book or play a game. 
 
 And try not to read or watch too much news if it makes you anxious. Get your information from reliable sources once or twice a day""-@DrTedros #COVID19 #coronavirus",328,508,2440.25
826,0,"Confirmed coronavirus cases by country:

🇨🇳: 18,922 &amp; 425 deaths
🇯🇵: 20
🇹🇭: 19
🇸🇬: 18
🇰🇷: 15
🇭🇰: 14
🇦🇺: 12
🇩🇪: 12
🇹🇼: 10
🇺🇸: 9
🇲🇾: 8
🇲🇴: 8
🇻🇳: 7
🇫🇷: 6
🇦🇪: 5
🇨🇦: 4
🇮🇳: 3
🇵🇭: 2 &amp; 1 death
🇮🇹: 2
🇷🇺: 2
🇬🇧: 2
🇰🇭: 1
🇫🇮: 1
🇳🇵: 1
🇱🇰: 1
🇸🇪: 1
🇪🇸: 1

TOTAL
Infected: 19,843
Deaths: 426",5421,11403,479.77
827,0,Avoiding Coronavirus but make it cunty. https://t.co/IFw84HaDtJ,5118,34771,497.51
828,1,"Keep children close to their parents and family, if considered safe for the child, and avoid separating children and their caregivers as much as possible.
 
 https://t.co/brPm9JlAWH
 
 #COVID19 #coronavirus #MentalHealth https://t.co/sKAykuWWmM",403,752,3221.17
832,1,"""The rule of the game is: never give up.
 
 But that can only be achieved with aggressive action, as early as possible. Half-hearted measures will leave the door ajar for the #coronavirus""-@DrTedros #COVID19",241,386,2440.25
834,1,Media briefing on #COVID19 with @DrTedros. #coronavirus https://t.co/e5rc2jbeZu,1965,3661,13421.4
835,0,"อาจุมม่าประชารัฐ
#coronavirus #โควิด19 https://t.co/1TO9LNIsR2",24759,2088,26.4
836,0,"BTS Suga has donated 100 million won ($82K USD) to Hope Bridge National Disaster Relief Association, a disaster relief fund that will help those suffering by the ongoing Coronavirus outbreak and also to help support his hometown of Daegu who is majorly affected by the outbreak https://t.co/ONBlEpdndv https://t.co/0cmoCB8WFh",6928,13707,195.6
837,0,This is an actual White House press release praising Trump’s response to coronavirus ... filled with people’s tweets ... https://t.co/a4Lrwk19Li,3261,7530,30.98
838,0,"Here we have a preview of the Republican shift in tactics from ridiculing concerns about the coronavirus, to turning up the racism dial to distract from president’s deliberate mishandling of the response to preserve his poll numbers. https://t.co/zelVYFxZ5z",1472,4295,732.53
839,1,"""The great advantage we have is that the decisions we all make – as governments, businesses, communities, families &amp; individuals – can influence the trajectory of this #COVID19 epidemic”
 
 -@DrTedros 
 
 #coronavirus https://t.co/lLeXgbM08G",401,650,2928.3
841,0,"#Coronavirus updates:

• Infection cases top 100,000 worldwide 
• Nearly 3,500 dead
• Outbreak in China appears to be slowing 

Follow the latest: https://t.co/DzkXJ8FDfp https://t.co/peBSRclXXe",3339,7725,13812.89
842,1,"@DrTedros ""On the #2019nCoV, here are the latest figures: As of earlier today, there were 34,598 confirmed cases in #China, and 723 deaths.
 
 Outside China, there were 288 cases in 24 countries, with 1 death""-@DrTedros",41,44,2440.26
843,0,"coronavírus em portugal: a

estúdios da cmtv: https://t.co/Vr7nPU9xWP",2816,5258,0.77
844,1,"@pahowho @_Europe @EMRO @AFRO @SEARO @WPRO @UNICEF @epaphotos #Condom effectiveness depends on user behaviour in opening the package, putting on the condom, type of sexual activity, lubrication, and number of times an individual condom is used.
 Condoms are designed for single use only.
 
 #WorldCondomDay https://t.co/BYMOyaXzyz",52,146,2928.31
845,0,"Yonhap News interviewed Kim Jeonghee, the Secretary-General of Hope Bridge Relief Association. She said how the #BTSARMY donated over $434k to coronavirus relief efforts from their ticket refunds and fees due to the cancelled concerts, showing their good influence. @BTS_twt #BTS https://t.co/uwA2EWphbd",3644,8985,218.79
846,0,"Hace unos años nos quisieron hacer creer que la Gripe A nos mataría a todos

Hoy se suspira de alivio porque una de las personas en cuarentena por coronavirus “sólo” tiene Gripe A

O yo soy muy malpensada o sus “pandemias” sólo son una manera de hacer negocio

#coronavirusEspana",2525,8296,228.59
849,0,"Coronavirus:

China is facing shortage of masks &amp; gloves

To help China, India has lifted ban on export of personal protection equipments

India has allowed the immediate export of at least two large consignments of protective clothing including masks to China.

This is our India",8438,34224,1106.77
850,1,"@DrTedros ""As of 6am Geneva time today, there were 28,060 confirmed #2019nCoV cases in #China, and 564 deaths.
 
 Outside China, there are 225 cases in 24 countries, with 1 death.""-@DrTedros",132,133,2440.26
852,0,"""There is widespread anxiety about the spread of coronavirus today as health officials warn that containment has failed... As Trump stares down his first Twitter-immune nemesis...the picture of chaos and hesitation inside the Trump administration becomes clear"" - @NicolleDWallace https://t.co/4yiV3fqOYm",1118,2953,614.46
853,1,"@DrTedros ""As of 6am GVA time today, #China has reported 70,635 cases of #COVID19 to , including 1772 deaths. 
 
 In the past 24 hours 🇨🇳 has reported 2051 new cases, which includes both clinically- &amp; lab-confirmed cases. 
 
 94% of new cases continue to come from Hubei province""-@DrTedros",96,108,2440.26
855,1,"@DrTedros @WPRO @SEARO @pahowho @_Europe @EMRO @AFRO ""We are working diligently with national and international public health partners to bring this outbreak under control as fast as possible""-@DrTedros #2019nCoV",337,638,2440.26
856,0,"Please Coronavirus, don’t mind him. He’s playing https://t.co/yMNo6T0E3J",7868,15085,155.86
858,0,"First cases of coronavirus today:

- Spain
- Switzerland
- Austria
- Croatia",2668,6315,2598.05
860,1,"Maintaining familiar routines in daily life as much as possible, with a visual schedule of plans for the day or week, can be helpful for children with #autism during the #COVID19 outbreak. 
 👉https://t.co/AFLqIgPe4J
 
 #WorldAutismAwarenessDay https://t.co/ASGOZjJQGP",52,164,3221.14
861,1,"""I’m grateful that so many young people are spreading the word &amp; not the virus. Solidarity is the key to defeating #COVID19 - solidarity between countries, but also between age groups.
 Thank you for heeding our call for solidarity, solidarity, solidarity""-@DrTedros #coronavirus",544,1001,2440.25
862,1,"@DrTedros @_AfricanUnion @NCDCgov @AfricaCDC @JNkengasong ""2 weeks ago I briefed @UN SG @antonioguterres &amp; we agreed to activate the UN Crisis Management Team, led by @DrMikeRyan, to enable  to focus on the health response while other agencies bring their expertise to bear on the other implications of the #COVID19 outbreak""-@DrTedros",19,54,2440.26
863,0,"Hasta ahora, la única medida de prevención contra el coronavirus fue el dólar turista.",3613,20581,54.71
865,0,“The Obama administration opened 49 overseas offices of the Centers for Disease Control...our current president has shut down 39 of them. One of these satellite CDC offices was in China.” #CDC #pandemic #Coronavirus  https://t.co/pF3LLetRlA,1137,1041,70.53
866,0,"A Mr Bean impersonator trapped in Wuhan is being used by the Chinese government’s propaganda news outlets to praise China’s response to the coronavirus outbreak as “amazing” and “incredible”.
https://t.co/YeRfn6zxhE",1015,3169,1090.93
867,0,No creo que Mario Rozas vaya a contagiarse de Coronavirus. Lleva 4 meses lavándose las manos.,2003,4829,0.25
869,0,"Classes are cancelled because of the coronavirus , which just made me think of all the times i cancelled on you. Hope you're doing well and know the only Corona you deserve is the one on your head. Te cuidas, no need to respond https://t.co/p3AqzDtahZ",13834,49845,1.36
870,1,The full briefing on #COVID19 by @DrTedros 👇 https://t.co/LJwbrigVPJ,130,305,2684.28
871,0,"El coronavirus llegó a México el mismo fin de semana que gente de todo el país visita la cdmx por el EDC, eso es todo, eso era el tweet",5964,39057,125.0
873,0,"8 วิธีสร้างภูมิคุ้มกันต้านไวรัส
1. ออกกำลังกายทุกวัน
2. ดื่มน้ำเปล่าเยอะ ๆ
3. นอนหลับให้พอ
4. เลิกสูบบุหรี่ หลีกเลี่ยงควันบุหรี่ 
5. กินวิตามินซี
6. ออกไปรับแสงแดดบ้า
7. อย่าละเลยธาตุสังกะสี
8. ทำจิตใจให้ผ่องใส่ ลดความเครียด
#COVIDー19
#gettstrong",10960,2491,0.24
874,0,"*el coronavirus no resiste temperaturas mayores a 27 grados*

la gente del norte: https://t.co/ZAuc3Mzss9",3638,29087,55.36
875,0,"Sabe o que vai salvar vc do coronavírus? 

- O SUS;
- investimento em ciência e tecnologia; 
- universidade pública; 
- cientistas e não terraplanistas.",2220,8670,304.9
876,0,"Breaking News: The coronavirus is likely to infect up to 70% of the German population, Chancellor Angela Merkel said https://t.co/bpi5QuoP3o",1429,2017,72034.18
877,0,"gente con gripe: mejor me quedo en mi casa descansando que me encuentro mal

gente con el coronavirus: https://t.co/yIwZqEuBfq",5145,21401,45.77
879,0,El coronavirus no puede matarme porque yo morí el día que Lino'o mi general se subió a ese maldito helicóptero https://t.co/3QidDpOHZi,1515,3026,20.99
880,0,ว่าเกาหลีไว้มาก ไทยก็มีมนุษย์ลุงแล้วจ้าาาาาา #Covid_19 #COVID19 #โควิด19 #โควิท19 #โควิค19 https://t.co/ebO8C4OSzH,5092,474,2.71
883,0,"MSNBC guests fantasize about how Obama would be on the phone, masterfully working with world leaders to stop the coronavirus.  

OBAMA LET IN EBOLA PATIENTS.",3480,13037,4239.38
884,0,"El Centro Nacional de Microbiología ha confirmado, pasadas las diez de esta noche, que una de las muestras enviadas desde La Gomera ha dado positivo en #coronavirus https://t.co/B21LojPzZD",3641,3197,1017.07
885,0,#coronavirus shows how open borders is a risk to the public health. https://t.co/upijfyR0Hv,2591,5027,1898.05
886,1,"#HealthWorkers,
 
 stress and the feelings associated with it are by no means a reflection that you cannot do your job or that you are weak.
 
 https://t.co/brPm9JlAWH
 
 #COVID19 #coronavirus #MentalHealth https://t.co/IYRGWjOzmJ",369,826,3221.17
887,0,"🇨🇳 | CORONAVIRUS: Países con casos confirmados:

- China 
- EEUU 
- Francia 
- Japón 
- Corea del Sur 
- Taiwán 
- Singapur 
- Tailandia 
- Australia 
- Nepal 
- Vietnam 
- Hong Kong 
- Macao 
- Malasia 
- Canadá 
- Camboya 
- Sri Lanka 
- Alemania",2571,3028,482.81
888,0,"Did the coronavirus come from a Communist China lab?
https://t.co/N5w7aWUD3J",3051,6914,4292.88
889,1,"Today is the International Day of Zero Tolerance for Female Genital Mutilation (FGM).
 
 At least 200 MILLION women and girls alive today have suffered FGM in 30 countries for which we have data.
 
 Let's #EndFGM! 
 
 👉 https://t.co/qbbOakGfch https://t.co/KX201hjFMt",1714,2373,16105.72
890,0,"Confirmed coronavirus cases:

- China
- United States
- France
- Japan
- South Korea
- Taiwan
- Singapore
- Thailand
- Australia
- Nepal
- Vietnam
- Hong Kong
- Macau
- Malaysia
- Canada
- Cambodia
- Sri Lanka
- Germany
- UAE
- India
- Philippines
- Finland
- UK",5258,10187,2598.05
891,0,If anything good comes out of this Coronavirus plague let’s hope it will be a committed determination to stop depending on China or any other country for anything. If we use it here we should produce it here,6807,21124,1997.23
892,0,#JeNeSuisPasUnVirus: des Asiatiques dénoncent les amalgames et le racisme liés au coronavirus https://t.co/nzKRvd3hy5,2411,5261,5916.98
893,1,"@pahowho @_Europe @WPRO @SEARO @EMRO @AFRO @DrTedros @UN_News_Centre @MoetiTshidi @hans_kluge ""Dear @hans_kluge, welcome to your new position in . It is well-deserved. You can count on my unwavering support to take your vision forward.
 Together, we will deliver results to the people we serve""-@DrTedros #EB146 https://t.co/8LISaMytMK",35,130,2928.31
894,0,"15 cases of Coronavirus in South Korea now

#9 actually got the virus from #5
#10 is the wife of #6
#11 is the son of #6
#13 Korean national living in Wuhan
#14 is the wife of #12
#15 entered Korea back on January 20 https://t.co/w3CNaCL1bl",3053,8859,749.94
895,1,"#HealthWorkers,
 
 avoid using unhelpful coping strategies such as tobacco, alcohol or other drugs.
 These can worsen your mental and physical wellbeing.
 
 https://t.co/brPm9JlAWH
 
 #COVID19 #coronavirus #MentalHealth https://t.co/QNTtVCmxGZ",294,576,3221.17
896,0,"Lee Min Ho and his agency MYM Entertainment have donated 300 million won to various agencies to help those affected by the Coronavirus outbreak 

https://t.co/6hD9vsr8QW https://t.co/39Xr0X5CB8",3093,9388,899.92
898,0,"🚨 ACTUALIZACIÓN 🚨
La OMS declara emergencia internacional por el #coronavirus https://t.co/c7yrwHm4ZI",1829,2921,795.04
899,0,"el coronavirus es el karma por llevar años cargándonos a los animales y a la naturaleza, ahora a jodernos",1366,6106,43.66
900,0,"Hearing rumors that the swamp is trying to tie long-term FISA reauthorization to emergency funding to fight the #coronavirus. This should not happen. FISA process was abused to spy on @realDonaldTrump. We need real reform, not political games.",12274,33246,6535.54
901,0,"SİZ SALAK MISINIZ?
#coronavirus #Corona https://t.co/OM157qz4C6",1354,8786,307.72
903,0,"How to การใช้เงินภาษีอย่างเห็นแก่ตัวของคนกลัวตาย 🙄🙄🙄

#โคโรนาไวรัส
#COVID19 https://t.co/Iz2M7Uv8z1",7411,721,75.95
904,0,"PANOORIN: @SenatorBinay kinuwestiyon ang kakulangan ng testing kits para sa #COVID19. Video courtesy: @senatePH via @robertmanodzmm 
https://t.co/k6IdMq12Ii",4653,21073,3144.19
905,0,🇨🇴 | Coronavirus: Ministerio de Salud colombiano planea construir hospital para atender pacientes contagiados por el virus en 10 días y 37 años. https://t.co/8s5tVqiyRd,5088,18664,11.98
906,0,อีเหี้ย ในขณะที่ประเทศไทยหายากชิบหาย    ที่แท้..... ถึงบางอ้อเลยอีดอก #หน้ากากอนามัย #COVIDー19 #โควิด19 https://t.co/BSvLjIzjzM,30541,2671,0.06
907,0,"Llega la epidemia del coronavirus y el gobierno chino monta a toda velocidad dos hospitales normales y corrientes, no un megacentro de acupuntura ni de medicina tradicional china. Lo pilláis ¿no?",14926,39634,174.59
910,0,".@BTS_twt fans donate concert refunds to coronavirus aid efforts.

https://t.co/JgTm8iuQ2F https://t.co/HC2ilWRZKT",3135,8976,1978.83
911,0,"Tony Fauci, head of the National Institute of Allergy and Infectious Diseases, says as of today there were 712 cases of coronavirus and 27 deaths. He adds: It’s “guaranteed” that number will go up by tonight and tomorrow there will be “several more.”",1194,2666,949.76
913,0,"*llega el coronavirus a México* 

*todos* 

Bienvenido, qué pasó? Que le doy? Que va a querer? ...",2492,15063,33.9
914,1,"@AFRO @OMSRDCONGO This new guideline will enable health workers, emergency response teams and policy-makers to improve prevention and treatment measures in an #Ebola outbreak.
 https://t.co/hoSlTZeDAe https://t.co/pFnm7sAuDV",36,120,3221.17
915,0,"We can restrict cabinet members from travelling to the US because of some petty reason, but we can't do the same to travellers from the Wuhan region who are possibly carrying the coronavirus? This government needs to check its priorities. https://t.co/FtYLsuowPy",7228,22111,176.79
918,1,"@DrTedros ""There’s a lot of speculation about whether these increases mean that this epidemic has now become a pandemic.
 
  has already declared a PHEIC – our highest level of alarm – when there were less than 100 cases outside 🇨🇳 &amp; 8 cases of human-to-human transmission""-@DrTedros",122,139,2440.26
919,0,"#COVID19 12 lagi kes baru dilaporkan di Malaysia,10 Mac 2020. 

Ini menjadikan 129 kes positif setakat ini.

Manakala kes ke-87 iaitu lelaki warga tempatan berumur 68thn telah sembuh dan discaj.

Ini menjadikan 25 kes yg telah discaj.

Kenyataan penuh KKM menyusul.",4613,2620,613.48
920,0,"""El coronavirus en Colombia tiene las horas contadas"", Duque.",3087,11619,1471.31
921,0,"El sistema de salud atacando el coronavirus… 

https://t.co/idxU5ch4aB",6095,17893,569.28
922,1,"Several early #COVID19 investigation master protocols or master forms are available for countries to use.
 More information can be found here https://t.co/fr959Bp9mc
 
 #coronavirus https://t.co/4rk7gElr1U",72,113,3221.14
923,0,"Senator Shelby, Republican Chairman of the Appropriations Commitee, just told Secretary Azar that Trump is “low-balling” the resources necessary to confront Coronavirus.

“You can’t afford to do this,” he warns. 

Bipartisan agreement Trump isn’t serious enough about Coronavirus.",1852,5473,1857.79
924,0,"Nhonho andou articulando com Alconhonho e Tofonhonho sobre as manifestações do dia 15/03.
Já já alguém irá proibir alegando segurança do povo por causa do Coronavírus. Vai vendo. 
 #MaiaGolpista",3253,14487,643.95
925,0,"No cumplieron nada de lo que prometieron, agravaron la situación del país. Se metieron con los jubilados. Hay coronavirus, dengue y sarampión. 68 femicidios en menos de 3 meses. Estamos peor que nunca.",1045,2484,8.72
926,0,El Coronavirus ha convertido el Mercadona en la sala de trofeos del Atlético de Madrid. https://t.co/HnLjOmAyhP,7831,25040,13.7
927,1,@DrTedros @WPRO @SEARO @pahowho @_Europe @EMRO @AFRO Full statement on the meeting of the International Health Regulations Emergency Committee on the #2019nCoV 👉 https://t.co/Ia5pFPn3Qi https://t.co/YhlPG2YwOJ,378,370,3221.14
928,0,"Voy urgente al BOE a ver las medidas extraordinarias adoptadas por el Gobierno frente Coronavirus. 
Un RDLey de 9 páginas, pero sólo 1 trata el asunto: el gobierno aprovecha para cambiar la normativa de la SAREB, permitir la transformación de entidades en Bancos,",1985,2787,109.19
929,1,"""More than 1 million health workers have been trained through our courses on https://t.co/RjHSBkVjlH. We will continue to train more""-@DrTedros #COVID19 #coronavirus",114,234,2684.28
930,0,"Como hay mucha gente acojonada con el Coronavirus a la que el término ""pandemia"" le suena a ""vamos a morir todos"" voy a intentar hacer yo lo que no hacen los medios.
Calmaros un poco.
HILO VA.",1679,3630,13.14
931,0,Dr. Li Wenliang warned colleagues weeks ago about what would become the coronavirus outbreak and was censured by police in Wuhan. Now he's reportedly critically ill from the infection himself. https://t.co/4EqhLtG2S9,2776,5023,72034.28
